0,1,2,3,4,5,6,7,8,9,target
-174.83434428492157,8.417895129257834,-6203.024837394592,676.5652662763032,-1808.0668866935623,-976.3819006739272,-4613.941703444174,3333.700374802204,-4884.647010439075,4.0,2
-176.02430284701228,8.349344343946303,-6137.055171598044,638.5341816095568,-1902.2131360987046,-1026.5238744254038,-4825.8269462572935,,-4462.036764479376,4.0,0
-172.58182337996786,8.427592735835992,-6210.326391376384,665.8434513291915,-1856.4916632721086,-1048.7864305815078,-4650.177971383028,3327.335964033205,-4908.595113830113,3.0,2
-174.05958051200267,8.358841903629425,-6043.75272553278,615.614434160071,-1778.850453396143,-1001.2504698394839,-4791.663063182228,3291.7521243649708,-4480.966999698522,2.0,0
-174.97180657320706,8.428408336599217,-6166.90176599999,,,-1016.04613972874,-4846.256590755829,3180.9169911092545,-4564.305756554919,2.0,0
-171.93061069656662,,-6127.8690542907525,630.7474568540555,-1825.8571700890373,-958.0076413324143,-4607.072166346352,3263.0728750264648,-4709.249618064841,2.0,3
-175.6989442164363,8.389192866001034,-6202.058693145631,669.6719597734921,-1777.7092713152997,-954.9091138421653,-4930.370114156649,3393.957815443649,-4589.83567432865,2.0,0
-177.19070975013074,8.370046823126605,-6222.510152869659,636.7932508705977,-1879.1188507967915,-1017.5250171603955,-4626.381780486564,3291.3455496642764,-4605.06110881316,0.0,0
-172.53602149271845,8.38285923148398,-6116.3560463123495,636.7471648495055,-1865.089903308902,-1014.5629563858147,-4787.910195343451,3309.907597772455,-4553.987280936084,4.0,4
-176.79900314894053,,-6113.267358803428,,-1870.3113193025672,-1050.5389351661531,-4801.22358895051,12820.418508775843,-4516.719083749141,0.0,0
-173.27872111994446,8.505119568021177,-6170.91166244464,665.0117874966762,-1912.6233907624594,-982.250792157842,-4870.9250067204375,3352.4273697556173,-4872.005348231897,4.0,0
-172.5000961344666,8.370694032417314,-6093.45511746971,643.2158040210858,-1882.7765199054525,-1019.6483006908178,,3343.2562658073757,-4623.797855519263,1.0,0
-175.728107022467,8.373585440303174,-6125.800090616147,645.6735205079979,13040.331137536314,-962.0937509322597,-330.5054065325121,3301.5859685713117,-4717.447902803163,3.0,0
-173.8242330403038,8.398210275897725,-6202.7118166329365,665.1714733059471,-1870.432597165501,-982.1534691884378,-4851.542379462784,3224.753155676323,-4630.7484888371355,0.0,0
-172.62599710593227,8.413262056421921,-6164.6130096903435,670.6651491503775,-1811.8583390815447,-975.2623093746986,-4697.501125971988,3357.6327834455674,-4826.50694133671,1.0,2
-172.67927058074548,8.398299124427703,-6055.805455503585,642.0877443406382,,-1005.7323918547179,,3289.6067703426365,-4658.410862147339,1.0,0
-173.583909114006,8.416274680539363,-5934.157922019457,650.4415368625048,-1890.6251456517186,-1061.0633459368235,-4554.3254002984295,,-4824.513585557561,4.0,4
-176.13513947399395,8.411447244639623,-6074.102937082053,640.0175575817105,-1849.8165293993457,-1033.251677679863,5263.849853708962,3417.2307472627117,-4710.374187437785,2.0,3
-171.13816006943338,8.3727580182422,-6128.045609505813,663.9896532498016,-1901.1968255359018,-1049.3795862655793,-4633.820870213318,3303.6164393932577,-4635.770845481291,2.0,2
,8.321456490941502,-6163.855365038945,,-1741.9631511713228,-998.7934410435,-4418.9316416170905,11798.908791933174,-4925.663256410856,3.0,0
-172.1817211401992,8.370723357965787,-6113.148457934141,644.9427748008782,-1832.7500457768804,-979.5781266535649,-4706.804768297868,,-4678.265827591955,4.0,4
-171.54445114920483,8.380987680215792,-6179.778576707165,627.6778925727509,-1982.6375434712274,-1042.380369895792,-4776.215963160092,3325.068708142095,-4501.252540723241,0.0,0
-174.15430443914738,8.39279299696018,-6093.5643633522095,641.1621755231367,-1918.3966357729212,2206.2820359529155,-4610.957431843518,3320.87675415812,-4667.508012620684,4.0,1
-173.82275660615755,8.42619486619262,,650.3694243571839,-1818.0476304026647,-1065.0086607725018,-4664.550811780378,,-4864.08723596601,,3
-172.34958552664932,,-6138.805135293271,651.6645747217848,,-1095.2607087486754,,3207.355300051949,-4777.854080681982,3.0,4
-173.87650384937476,8.363093327958161,-6136.060425696627,,-1765.2301266008822,-1031.2930057611818,-4599.575141206015,3327.4527796165476,-4765.733486141355,4.0,2
-173.2611455494308,8.40103885705896,-6162.598186130647,656.5359608603836,-1931.7294194852707,-1075.2432137120288,-4554.2048219798235,3305.154844640327,-4730.334679812337,0.0,0
-175.31835873893166,8.400907627219048,-6154.867454816186,631.7908905663704,-1954.114683587257,-1009.3764208162763,-4746.955087038757,3089.3972248171854,-4518.388784565905,0.0,3
-174.14135743552146,8.392731802974843,,,,-1020.2591200416425,-4657.4278588117695,3199.3993410972757,-4619.250619636385,4.0,2
-173.3874371895725,8.369871066704821,-6113.348325207136,663.4304540319663,-1947.4097721267024,-1007.9752869603828,-4583.151768055312,3237.213129730896,-4554.907954892457,0.0,0
-170.04054795621747,8.47509164862979,-6113.589526745908,669.0139572666515,-1876.0627474397654,-1004.7020307771154,-4856.094002952545,,-4921.490688049304,3.0,2
-173.21723762338607,8.416937854249007,-6100.55757723204,666.9100627737965,-1817.023801214398,-1025.141660821578,-4789.577656898664,3283.4798995803767,-4704.943066575763,2.0,0
-175.20559101695858,8.296413469774613,-6068.367427597146,652.81318828418,-1762.0177517699462,-1031.5665218485165,-4358.599083524146,3153.3427609760975,-4784.306739993145,4.0,4
-174.18296389427803,8.366435352876076,-6008.185192023442,648.1088916191381,-1819.3011162055054,-990.5976089671628,-4834.617046379832,3338.8632066394034,-4647.040664994125,4.0,0
-175.88611849638133,8.337709249344197,-6079.02845799426,616.0225778641332,-1772.6104197714671,-966.0613547322464,-4823.221442856482,3459.1871514501786,-4471.0296616098385,1.0,4
-177.83221488031975,8.422338933001594,-6000.007830410996,,-1853.8762480697246,-1024.5068630634532,,3300.31279292724,-4872.885699994808,3.0,2
-176.11798966224188,,-6117.325008099488,662.7096498281664,-1866.9320450422717,-1001.3242430392396,-4663.392304416932,3239.1392638870043,-4727.4024803154325,4.0,0
-175.31314934194262,8.382650219899212,-3809.090618581884,,-1837.41683464667,-1002.785721430596,-4611.0212694525335,3279.299742237587,-4747.787071067501,2.0,2
-173.99105273881685,,,,-1859.4133893708376,-983.7602294244443,-4685.231639580559,3309.209117835274,-4681.852469057622,4.0,4
-176.308977731558,8.351344480994111,-6148.5067449092385,651.4906631989919,-1752.2814925228356,-1004.0403697895667,-4657.741830325691,3264.511066447808,-4731.492822178834,0.0,0
-175.10219273260168,8.429517712868861,-6124.826624302427,696.8580124763558,-1783.583839082096,-999.7095917777242,-4631.63154402399,3232.03326845819,-4934.2050190715345,2.0,0
-177.32498751053427,8.36371158432821,-6144.957715100059,671.0752648088995,-1774.8328754071176,-991.9321030787617,-4758.101862793361,3346.6557756113543,-4770.546460330478,0.0,2
-172.3259302651723,8.3945880409661,-6136.516413383127,658.2550666432677,-1888.214266864568,-1040.9494616420561,,3354.25000792709,-4568.442107269034,0.0,1
-172.8029599771057,8.41623649569856,-6160.622833538763,642.1070939499831,-1845.4147750831714,-1022.8777798453092,-4679.988870049738,3334.3091522770123,-4727.045105966681,4.0,1
-171.7102561480187,8.37364403475276,-6077.4132741111525,647.7060622357385,-1899.9266462708356,,-4727.582725750618,3331.1798143991837,-4526.8590182252965,2.0,3
-172.53906592665209,8.425994764055634,-5958.632869474931,660.0867922253807,-1801.5762363061176,-1001.2360465382222,-4841.113758532357,9136.3500204219,-4690.097121369762,4.0,4
-172.56947153042066,8.424953036575419,-6179.861626825788,689.3131673442499,-1875.9864841398696,,-4735.923243349083,3296.098927321887,-4917.836210631846,0.0,4
-172.2043059513614,8.35862038553903,-6205.138220576839,654.5108082234552,-1842.6031056127374,-1012.6071341451667,-4645.904384938669,3231.97161802855,-4601.655512737469,2.0,0
-176.98131851422167,8.384690953913275,-6126.718009012014,626.4520262011902,-1944.2893859716994,-1066.7875755388761,-4895.232802722594,3355.965338266364,-4486.746688533501,3.0,2
-173.9294569280878,8.379644931076216,,642.0098181612573,-1834.9545120379855,-989.9603484789143,-4712.273822967458,3241.389204496415,-4632.32914348915,0.0,3
-134.93374574949422,8.438667552137899,-6091.657878871788,,-1868.0569462335623,-1022.8606765981228,-4767.627501717233,3233.3136497693145,-4720.737242506811,1.0,0
-174.9924620440472,8.384753724587835,6072.986569578196,651.514513132196,-1849.5822622700366,-977.2224645101553,-4878.623470434016,3244.5079636152846,-4549.110617760575,2.0,0
-172.694817544117,8.343872659305763,,2029.6028626683226,-1987.0395004048328,-957.2941498312583,-4718.371076619583,3399.064824076354,-4370.32748978255,4.0,1
-176.29628825088045,8.40076231975873,,631.7347540865189,-1821.5346101166463,-1014.6725363706937,-4651.548754149541,3205.7120431867747,-4796.415428917728,4.0,0
-173.2967096731846,8.42038537604073,-6045.433693338487,666.1958945569664,,-1037.5875325889626,-4789.671029879098,3274.08501634505,-4636.518906082556,3.0,2
-172.55435120434933,8.409383928235556,-6072.784994693573,651.019255448317,-1870.9492242503648,-1000.2720055829002,-4614.445636700694,3245.8959406083477,-4800.691568662062,4.0,2
-176.82487004192288,8.436297203231364,-6084.410449937766,634.0581301779973,-1843.2945303519357,-997.9135830324417,-4476.456773440168,3435.920888179148,-4931.591323093967,1.0,0
-174.4517406997246,8.321545755646822,-6086.014520979128,626.8243195196079,-1866.9283837009923,-968.9025120960309,,3226.311723609322,-4415.723270716998,4.0,0
-175.43608164881513,8.352792568409717,-6010.699118578501,649.3207841514067,-1791.579878164113,-954.4472979993074,-4609.571764846898,3205.0910765079507,-4628.37099196638,,4
-171.76938474154176,8.350365426946258,-1241.4961635079762,635.5302496553045,-1796.584567901328,-1010.9350172912639,-4478.5180681978745,3209.0678520850547,866.0215128539912,4.0,4
-173.81590762013298,8.346540384917077,-6026.025368082211,643.7593137872137,-1856.9457962870815,-1001.0898816548103,,3270.522157704387,-4648.548378557119,3.0,2
-177.23245752148716,8.386024533243795,-6087.843167385306,667.4047451869718,-1910.1355382071513,-958.0404984435962,-4776.624963956784,3469.5865856688424,-4569.80419329139,4.0,2
-171.75760523514634,,-6193.166082557914,962.5813872384905,-1882.4728703815624,-966.5934571200743,,3173.6181821293003,-4564.468784582486,0.0,3
-175.59690039942123,8.385764124793935,-6158.14825246086,4397.401745864554,-1870.5317141530581,,-4755.026904220787,3289.69271560597,-4646.87563067207,4.0,2
-170.9797038254434,8.425629491631215,-6054.047235186677,663.2644434124715,-1897.6935863306867,-1018.2188200794271,-4845.59285063193,10679.872396924933,-4788.934757669339,3.0,0
-174.38762123611994,8.386808909786605,-6148.115448038716,655.2885240985518,-1883.7634628147832,-1021.4490626267494,-4609.190526457155,3235.3881895608765,-4692.353566949664,1.0,0
-173.75736455973265,8.375151446987728,-6152.853668348981,626.7448848622486,-1846.540383987581,-985.6968527420037,-4637.150978164376,3158.027619703374,-4633.951369731951,3.0,0
-171.24467437852246,8.418221640704894,-6166.8219200216245,,-1873.2858663592067,-992.4808436617817,-4657.606220517433,3342.7486352806477,-4768.05210876841,4.0,0
249.04529434464058,8.346735165991868,-6047.5756979068465,611.0709990262927,-1809.076931341302,-976.7588971551615,-4580.527095359179,3311.1781745274407,-4638.913039863588,0.0,2
-173.903144930884,8.38058148504114,-6117.245925271559,653.1996002292599,-1821.9431169224438,-936.7688599681893,-4771.478380950809,3322.78539799187,-4740.48869256066,3.0,0
-172.81829336219508,8.40868866387573,-6158.771928370603,685.0582151703294,-1989.6627053672116,-974.6512054909333,-4610.193975894943,3168.364752979104,-4574.057257142528,2.0,0
-173.8486168227257,8.400765812373823,-6189.766424674952,663.1181050313456,-1883.3002214260048,-994.5155470328874,-4876.52880330511,3320.9457727381373,-4581.845389967291,4.0,4
-173.3658012573443,8.382859534615726,-6149.839163299071,639.249216836791,-1916.2969197889986,-1042.192340559344,-4489.411955002302,3362.067106320189,-4640.737600704564,2.0,2
-177.13345136001152,8.39116454162722,-6095.9910981995035,682.5554069501379,-1919.4555400760196,-1003.3262057962613,-4552.998942979154,3261.127195807749,-4805.9707331672,3.0,3
-174.89765970966914,8.362232871091964,-6051.733227346297,647.3157582479373,-1847.5107491558554,-962.6643695154364,-4800.088795759158,3254.4600599601727,-4522.708456385403,0.0,2
-173.2821421854686,8.377386974317533,-5983.833011775979,,-1789.6545479097242,-986.7807929565174,-4810.484188317038,3329.2113289461804,-4643.2476179483065,2.0,0
-171.62943614634116,8.391921100268913,-6238.528970292016,644.6513712911819,-1867.4839834151066,-1021.7347972105372,-4695.466306088181,3342.4780021290517,-4713.6542054714755,3.0,3
-172.82850112728832,8.376309903263664,-6203.703600696673,637.8618441742323,-1802.0926022148988,-1040.7689189024964,10373.169504171707,3328.274005602237,-4657.168446445609,4.0,0
-174.74499408122318,8.379410706465405,-6245.986023620686,639.9034879284204,-1869.2482130605665,-991.9169740330416,-4776.1566691154785,3383.3499476058746,-4527.534384589088,2.0,2
-169.94920553960884,8.390172994141524,-6197.315265484525,648.0798501988099,-1854.1739585218693,-1017.9278218434403,26312.605421237586,3447.6474935455635,10341.414938941027,4.0,3
-170.38397489302886,8.380891383745874,-6148.360739274156,632.7973763035919,-1808.0403936729733,-995.0851301359805,-4481.402038237293,3171.074277227052,-4776.501858146738,3.0,2
-172.05124950286873,8.33975367537291,-6189.432164545983,661.7887333099196,-1824.753117730848,-1020.634700393349,-4705.267559338098,,-4670.298902517996,0.0,4
-176.39156945080643,8.398505015187189,-6136.1341438052295,,-1951.6585432453444,-1040.4778272750057,-4746.1214848746195,3323.299683192695,8475.401882467202,3.0,0
